"","product_name","fat_100g","saturatedFat_100g","carbohydrates_100g","sugars_100g","fiber_100g","proteins_100g","sodium_100g"
"18412","Cheddar Cheese Cracker Cut Slices",32.14,19.645,3.57,0,0,23.215,0.8035
"18416","Cheddar Cheese Deli SliceMedium",33.33,21.43,0,0,0,23.81,0.595
"18418","Cheddar Cheese Instant Grits",5.36,1.79,71.43,3.57,3.6,7.14,1.643
"18421","Cheddar Cheese SaucHot & Spicy",9.68,2.42,11.29,4.84,0,1.61,0.903
"18424","Cheddar Cheese StickMedium",33.33,21.43,0,0,0,23.81,0.595
"18426","Cheddar Cheese Straws",35.71,21.43,39.29,0,0,17.86,0.411
"18427","Cheddar Cheese Straws Made With The Finest Sharp Cheddar Cheese & Spices",35.71,21.43,39.29,0,0,17.86,0.411
"18428","Cheddar Cheese With Chipotle Peppers",32.14,17.86,3.57,0,0,25,0.643
"18429","Cheddar Cheese With Hatch Chile Peppers",32.14,21.43,3.57,0,0,25,0.714
"18432","Cheddar CheesHot Buffalo Wing",32.14,21.43,3.57,0,0,25,0.643
"18433","Cheddar CheesHot Habanero",32.14,21.43,3.57,0,0,25,0.643
"18439","Cheddar Crazy Bugs Macaroni & Cheese Dinner",2.86,1.43,71.43,8.57,2.9,14.29,0.743
"18440","Cheddar DiMild",11.29,3.23,6.45,3.23,0,3.23,0.871
"18441","Cheddar en tranches",33.5,20.5,1.45,0,0,24,0.659448818897638
"18447","Cheddar Jack Cheese Sticks",33.33,19.05,0,0,0,23.81,0.762
"18453","Cheddar Mature",34,22,0.1,0.1,0,25,0.700787401574803
"18458","Cheddar Penguins",16.67,1.67,60,3.33,3.3,6.67,0.6
"18463","Cheddar Port Wine With Real Pecans & Almonds",29.03,12.9,12.9,12.9,0,19.35,0.581
"18469","Cheddar Smokies Wrapped In Bacon",31.76,11.76,1.18,1.18,0,16.47,0.882
"18470","Cheddar Snack Crackers",15,0,56.67,3.33,0,6.67,0.733
"18473","Cheddar Squares Crackers",23.33,1.67,63.33,0,3.3,10,0.833
"18476","Cheddar Stuffed Jalapeno Poppers",11.84,3.95,27.63,2.63,1.3,6.58,0.618
"18477","Cheddar Stuffed Soft Pretzel Bites",6.9,3.45,39.66,1.72,1.7,8.62,0.586
"18479","Cheddar Style Mac & Chreese Organic Pasta Dinner",2.17,0,71.74,2.17,9.8,14.13,0.424
"18481","Cheddar Style Sreds",20,5,20,0,0,3.33,0.933
"18482","Cheddar Twists",25,1.79,57.14,3.57,3.6,10.71,1.393
"18483","Cheddar With Whisky Cheese",35.71,21.43,0,0,0,25,0.786
"18485","Cheddar/Pepper Jack Cheese",32.14,17.86,3.57,0,0,25,0.643
"18486","Cheddarbest Smoked Sausage",30.25,12.415,3.84,3.84,0,12.415,1.0385
"18488","ChedPremium Cheese SnackSpicy",46.43,28.57,10.71,0,0,25,0.786
"18489","Chee Hou Sauce",5.56,0,50,44.44,5.6,5.56,2.278
"18490","Cheeesecake",15.96,7.45,37.23,26.6,1.1,4.26,0.223
"18492","Cheerios a saveur de chocolat",5.17,1.03,82.8,31,6.9,6.9,0.621
"18495","Cheerios Multi",3.7,0.8,73.5,20.8,7.8,8.8,0.366141732283465
"18496","Cheers 2 USolid Milk Chocolate Mug",31.58,18.42,60.53,55.26,2.6,5.26,0.066
"18499","Cheesay Cottage Cheese NatureFruits & Noisettes",9,2,8,5,1.5,10,0.354330708661417
"18502","CheesCherry And Pineapple Role",18.18,8.18,50.91,23.64,1.8,5.45,0.345
"18505","Cheese-Stuffed With Marinara Shells Pasta",7.56,2.91,23.26,3.49,1.7,9.3,0.244
"18508","Cheese & Berries Danish",19.72,4.93,42.25,15.49,1.4,7.04,0.31
"18515","Cheese & Onion Potato Snacks",25,2.3,63,1.5,2,4.3,0.551181102362205
"18516","cheese & onions tear & share",18.5,4.2,40.8,2.5,4.1,9.2,0.315
"18518","Cheese (goût fromage)",23,9.9,60,6.9,2.2,8,0.952755905511811
"18519","Cheese And Chilli Pepper Tortilla ChipXplosioVery Hot",30,8.33,63.33,0,6.7,6.67,0.667
"18521","Cheese Babka",10.67,4.67,42.67,6.67,1.3,6.67,0.28
"18524","Cheese BallReal Cheddar Cheese",28.57,5.36,53.57,7.14,3.6,7.14,1.179
"18525","Cheese balls",32.8,3.8,56.3,0.6,2,5.1,0.62992125984252
"18527","Cheese Balls Cheese Snacks",35.71,5.36,57.14,3.57,0,3.57,0.786
"18528","Cheese BallWhite Cheddar",32.14,3.57,57.14,7.14,0,7.14,1.143
"18533","Cheese Blast! Cheddar",20,8.33,13.33,10,0,10,1.733
"18534","Cheese BlastPasteurized Cheese SnacSharp Cheddar",20,8.33,13.33,10,0,10,1.733
"18537","Cheese Bread",17.86,3.57,39.29,0,0,3.57,0.607
"18540","Cheese burger",10.65,3.55,28.05,4.65,0.95,11.7,0.474409448818897
"18541","Cheese Burger",12.3925,5.28,25.84,4.4725,1.275,13.3525,0.47317125984252
"18547","Cheese CakChocolate Truffle",20.35,11.5,36.28,23.01,2.7,5.31,0.283
"18554","Cheese Cake DropSalted Caramel",25,14.29,25,21.43,0,3.57,0.196
"18555","Cheese Cake Sampeer",22.67,10.67,38.67,24,1.3,4,0.267
"18558","Cheese Cali Rolsans poisson cru",0,0,0,0,0,0,0
"18561","Cheese CellaCheddar Cheese",32.14,19.64,32.14,32.14,32.1,25,0.607
"18564","Cheese Chicken Nuggets",16,6,12,1,0.9,20,0.551181102362205
"18567","Cheese Coins",33.925,17.86,32.14,0,1.8,10.71,0.4735
"18569","Cheese Crackers",22.78,3.33,63.3333333333333,0,3.3,8.89,0.789
"18570","Cheese Crackers With Cheddar Cheese",23.08,8.97,61.54,10.26,2.6,7.69,0.718
"18579","Cheese CrispParmesan",30,20,0,0,0,60,1.5
"18582","Cheese Crunch",32.14,5.36,50,3.57,0,3.57,0.679
"18586","Cheese Curl",32.14,3.57,53.57,3.57,3.6,7.14,1.107
"18587","Cheese CurlBlue Cheese",35.71,10.71,53.57,3.57,0,3.57,1.214
"18588","Cheese CurlCheesy Cheese",39.29,12.5,53.57,3.57,0,3.57,1
"18590","Cheese CurlJalapeno",35.71,10.71,53.57,3.57,0,3.57,1.25
"18591","Cheese CurlJalapeno Poppers",35.71,10.71,53.57,3.57,0,3.57,1.25
"18594","Cheese Danish",16.506,7.98,48.46,25.972,1.22,5.508,0.3374
"18596","Cheese Danish Coffee Cake",18.805,8.41,38.61,15.845,2,5.94,0.416
"18598","Cheese Danish With Icing",15.79,7.89,56.14,33.33,1.8,5.26,0.333
"18600","Cheese DanisStrawberry",18,8,38,14,2,6,0.42
"18604","Cheese Deli SliceProvolone",28.57,19.05,0,0,0,23.81,0.905
"18607","Cheese DiCranberry & Jalapeno",27.27,15.91,13.64,9.09,0,4.55,0.614
"18610","Cheese DiMild",20,13.33,6.67,0,0,13.33,1.067
"18613","Cheese Dip Cheddar Made With Real Cheese",20,13.33,0,0,0,10,1.1
"18615","Cheese DiSalsa Con QuesMedium",8.82,2.94,11.76,2.94,0,2.94,0.824
"18616","Cheese DiSpinach & Artichoke",31.82,18.18,4.55,4.55,0,4.55,0.568
"18617","Cheese Dogs",21.05,7.02,5.26,3.51,0,12.28,1.526
"18619","Cheese Enchilada Chili Mix",7.14,3.06,63.27,10.2,12.2,16.33,1.306
"18623","Cheese Filled Pasta",7.5,2.5,66.25,16.25,3.8,12.5,1.088
"18624","Cheese Filled Tortellini",2.54,1.09,90.58,2.17,36.2,8.7,0.341
"18631","Cheese Franks",25.0033333333333,9.11333333333333,5.76666666666667,2.32666666666667,0,10.67,1.08066666666667
"18632","Cheese Franks In Blanket",13.73,4.9,25.49,4.9,1,8.82,0.647
"18634","Cheese From Trees",30.355,5.36,25,5.355,3.6,14.29,0.8215
"18636","Cheese Garlic ToasCheese Garlic",21.21,7.58,36.36,0,0,6.06,0.606
"18639","Cheese LouiseJo's Original WaferCheddar Peacn",39.29,21.43,17.86,0,3.6,14.29,0.411
"18641","Cheese LouiseShortbread CookieLemon Zest",28.57,17.86,53.57,21.43,0,3.57,0.321
"18642","Cheese LouiseToffee Almond Shortbread Cookies",28.57,17.86,53.57,21.43,3.6,3.57,0.286
"18646","Cheese Lovers Pizza",11.03,5.88,26.47,3.68,1.5,10.29,0.625
"18648","Cheese Manicotti",5.97666666666667,3.41333333333333,15.0833333333333,2.94666666666667,1.3,6.38333333333333,0.343
"18653","Cheese Pizaa",9.26,4.32,26.54,2.47,1.2,11.11,0.401
"18654","Cheese Pizza",9.35964285714286,4.54428571428571,28.0367857142857,2.84642857142857,1.69760714285714,10.1678571428571,0.459964285714286
"18656","Cheese Pizza Bites",7.06,2.35,35.29,3.53,3.5,7.06,0.541
"18661","Cheese Popcorn",46.43,7.14,39.29,3.57,7.1,7.14,1.286
"18662","Cheese PuffCheddar Cheese",39.29,14.29,57.14,0,0,7.14,0.821
"18663","Cheese PuffJalapeno Cheddar",39.29,14.29,39.29,7.14,0,7.14,1.179
"18664","Cheese Puffs",30.451,6.233,50.027,3.146,0.6,5.164,0.872656692913386
"18665","Cheese Quiche Flaky Pie Crust",18.85,8.2,14.75,0.82,2.5,10.66,0.303
"18666","Cheese Ravioletti",5.31,2.21,43.36,0,0,12.39,0.124
"18667","Cheese Ravioli",7.29555555555556,3.88444444444444,30.2022222222222,1.14666666666667,1.64444444444444,9.93,0.239333333333333
"18670","Cheese Ravioli Large Enriched Filled Pasta",4.42,2.65,31.86,0.88,1.8,9.73,0.186
"18672","Cheese Ravioli With Sun-Dried Tomato Cream Sauce",5.59,3.24,17.35,3.53,1.5,6.47,0.291
"18676","Cheese Rolls",10.53,2.63,43.86,1.75,0,5.26,0.491
"18679","Cheese ShredCheddar",10.71,7.14,10.71,3.57,0,17.86,1.643
"18680","Cheese Singles",23.745,13.725,7.39,5.01,0,15.04,1.1955
"18683","Cheese Slices",28.2133333333333,17.5266666666667,2.49,0,0,24.2766666666667,0.56
"18684","Cheese Slices Triple Pepper Jack With Ghost Pepper",31.58,18.42,0,0,0,21.05,0.684
"18687","Cheese Snack BarMild Cheddar",33.33,19.05,0,0,0,23.81,0.667
"18694","Cheese SpreaBacon Cheddar",25,10.71,7.14,7.14,0,10.71,1.179
"18698","Cheese Spread With AlmondCheddar",25,8.93,14.29,10.71,0,14.29,1.179
"18701","Cheese Squares Baked Snack Crackers",26.67,3.33,60,0,3.3,10,0.767
"18704","Cheese sticks",28,3,3,3,2.7,5,0.393700787401575
"18706","Cheese StickSharp Cheddar Cheese",33.33,18.75,4.17,0,0,25,0.625
"18708","Cheese Stuffed Bread Sticks",10.77,3.85,35.38,3.08,1.5,10.77,0.492
"18710","Cheese Stuffed Hot Peppers",13.2,8.4,5.6,5.2,2,5.6,0.272
"18712","Cheese Stuffed Shells",7.14,4.29,17.14,2.86,1.4,8.57,0.214
"18715","Cheese Texas Garlic Toast",14,4,36,2,2,10,0.6
"18719","Cheese Tortellini Pasta",3.6,0.8,36.8,0.8,1.6,7.2,0.312
"18720","Cheese Tortelloni With Pepper Pesto",7.17,2.39,31.74,1.02,1.7,9.22,0.461
"18722","Cheese Trio & Tomato Sauce Thin & Crispy Pizza",12.39,6.19,38.05,2.65,1.8,10.62,0.788
"18723","Cheese Trio Pizzeria Crust Pizza",10.96,5.48,26.03,3.42,1.4,10.96,0.562
"18724","Cheese TwisClassic Cheddar",18.52,9.26,59.26,3.7,3.7,14.81,1.111
"18725","Cheese TwistGarlic & Parmesan",23.68,13.16,52.63,0,5.3,15.79,0.737
"18726","Cheese Twists",28.7,18.5,50.5,2.6,3.3,12.1,0.728346456692913
"18729","Cheese WowCheese Wow",22.58,9.68,9.68,6.45,0,12.9,1.387
"18731","CheeseburgePasta & Cheesy Sauce Dinner Mix Skillet Meal",1.52,0,72.73,6.06,3,9.09,2.152
"18732","Cheeseburger",11.6825,4.78,27.25,5.065,1.5175,12.5075,0.50125
"18734","Cheeseburger Chowder",6.12,3.27,8.16,2.45,0.4,4.49,0.412
"18735","Cheeseburger Gruyère AOP viande de boeuf",18,9,3,1,0.5,17,0.47244094488189
"18738","Cheeseburger Microwaveable Sandwiches",16.35,7.69,25,2.88,1,13.46,0.577
"18739","Cheeseburger Pizza",10.2,4.08,31.97,2.04,1.4,8.84,0.367
"18741","Cheeseburger Skillet DinnePasta & Sauce Mix",1.61,0,70.97,3.23,3.2,9.68,2.742
"18742","Cheeseburger Sliders",11.1666666666667,4.15,30.88,5.42,2.3,12.7333333333333,0.552666666666667
"18743","Cheeseburger Viande charolaischeddasauce barbecue surgelés",10.5,5.6,25.2,8,1.8,11.6,0.397637795275591
"18744","Cheeseburgers",15.064,6.762,19.22,3.088,1.46,13.676,0.50499842519685
"18749","CheesecakChocolate Hazelnut",16,8,40.8,28.8,2.4,5.6,0.352
"18752","Cheesecake",19.0687096774194,10.4993548387097,37.5851612903226,27.3158064516129,1.40322580645161,4.71935483870968,0.276191008382017
"18757","Cheesecake Bar",23.53,12.75,40.2,27.45,0,5.88,0.265
"18758","Cheesecake Bar Mix",7.14,2.38,90.48,71.43,0,4.76,0.262
"18761","Cheesecake Cup",10.87,6.52,19.57,17.39,0,2.17,0.207
"18762","Cheesecake Cupcakes",22.54,11.27,33.8,26.76,0,5.63,0.19
"18763","Cheesecake Cups",10.87,6.52,18.48,15.22,0,2.17,0.207
"18765","Cheesecake FillinOriginal",19.77,11.63,20.93,18.6,0,4.65,0.337
"18767","Cheesecake Ice Cream",11.7,7.45,32.98,26.6,0,3.19,0.09
"18768","Cheesecake Mangue / Passion Gü 85 2 Pièces",23.6,13,28.1,27.9,0.8,3.5,0.118110236220472
"18772","Cheesecake SampleOriginal",15.2,8.8,42.4,28,1.6,4.8,0.328
"18777","Cheesecake SquareDark Chocolate",23.01,13.27,31.86,10.62,1.8,5.31,0.221
"18778","Cheesecake Squares",20.47,12.815,34.9,26.51,0.45,5.595,0.2725
"18779","Cheesecake Truffles",47.06,35.29,50,44.12,0,5.88,0.074
"18781","Cheesecake With Graham Crust",23.89,10.62,39.82,23.89,0.9,4.42,0.283
"18786","CheesecakKey Lime",20.0566666666667,11.4233333333333,33.1266666666667,23.8533333333333,0.633333333333333,5.46333333333333,0.235333333333333
"18792","CheesecakSalted Caramel",20.815,12.165,37.065,24.71,0.9,4.925,0.5495
"18798","CheesestickGarlic",12.31,3.85,38.46,0,1.5,10.77,0.508
"18800","CheesMild Cheddar",32.14,21.43,1.19,0,0,25,0.631
"18801","CheesMozzarella",19.645,12.5,3.57,0,0,23.215,0.6965
"18802","CheesParmesan & Romano",28.57,17.86,7.14,0,3.6,28.57,0.786
"18812","Cheesy Breadsticks",11.27,3.52,33.8,2.82,1.4,11.27,0.592
"18814","Cheesy Broccoli Bake",12.6,4.72,38.58,2.36,1.6,15.75,0.795
"18819","Cheesy Cheddar Mix",38.24,5.88,41.18,2.94,5.9,14.71,0.912
"18823","Cheesy Chicken AlfredDeluxe Skillet Dinner",10,2.86,48.57,7.14,1.4,10,0.9
"18824","Cheesy Chicken Chalupa",16.47,7.06,22.35,0.59,1.2,12.35,0.594
"18825","Cheesy Chicken Enchilada Soup With White Chicken Meat",2.86,1.43,6.53,1.22,1.2,6.12,0.384
"18827","Cheesy Deluxe Skilet Dinner Kit",12.86,3.57,42.86,8.57,1.4,10,1.129
"18830","Cheesy Hashbrown Potatoes",16.13,8.06,67.74,6.45,3.2,6.45,1.677
"18832","Cheesy Mac",3.9,2.29666666666667,22.1833333333333,2.63666666666667,1.76666666666667,4.79666666666667,0.148
"18833","Cheesy Mac With Broccoli & Carrots",1.96,1.12,17.32,2.79,1.1,3.91,0.324
"18834","Cheesy Melt Pasteurized Process Cheese Spread",25,16.07,7.14,7.14,0,17.86,1.036
"18835","Cheesy Mettwurst",22.73,9.09,4.55,1.52,0,12.12,0.788
"18840","Cheesy Potato Soup",7.5,4.58,7.92,0,0.8,5.83,0.292
"18843","Cheesy Puffs",35.71,3.57,57.14,3.57,0,3.57,0.786
"18844","Cheesy Ranch Chicken",3.41,0.73,12.68,2.44,1.5,5.37,0.351
"18845","Cheesy Rice Bites Appetizer",11.9,4.76,23.81,0,0,7.14,0.286
"18847","Cheesy SaucAlfredo",6.25,0,12.5,0,0,4.17,0.708
"18850","Cheesy SaucSmoked",6.25,0,12.5,0,0,4.17,0.708
"18851","Cheesy Scalloped Potatoes",0,0,80,3.33,6.7,6.67,1.6
"18852","Cheesy Scramble With Hash Browns",3.8,1.9,11.96,0.54,2.2,7.61,0.234
"18853","Cheesy Skillet Dinner",10.595,2.975,40.48,7.38,1.9,9.165,0.9725
"18854","Cheesy Skillets Dinner KiDeluxe Cheeseburger Pasta & Sauce Mix",12.86,3.57,42.86,8.57,1.4,10,1.129
"18856","Cheesy Spread",19.645,12.5,10.71,8.925,0,14.29,1.5
"18859","Cheesy Tuna Skillet Meal",1.67,0,73.33,0,0,10,1.4
"18860","Cheesy Ultimate Cheeseburger Pasta And Seasoning",12.86,3.57,42.86,10,1.4,10,1.1
"18861","Cheetos Big Chipito saveur fromage",34,4.8,52,4.5,2.2,5.4,0.826771653543307
"18863","Cheetos Pelotazos",27,3.8,59.2,6.3,1.2,5.1,0.826771653543307
"18868","Cheeze KurlKrisp Delicious Cheeze Kurls",28.57,7.14,64.29,0,0,7.14,0.5
"18871","Cheezy Does IPasteurized Cheese SnacAmerican",22.58,9.68,9.68,6.45,0,12.9,1.387
"18874","Chef's Best AIL PÂTE D'AIL FRAIS",4,0.6,15.7,15.5,2,4.3,1.96850393700787
"18875","Chef's ChoicGreen Curry PastMild",0,0,30,0,10,0,6.2
"18876","Chef's ChoicRambutan With Pineapple In Syrup",0,0,19.29,15.71,0.7,0.71,0.032
"18877","Chef's ChoicYoung Green Jackfruit In Brine",0.89,0,5.36,1.79,3.6,0,0.161
"18878","Chef's CuPepperoncini",0,0,7.14,0,3.6,0,0.714
"18880","Chef's Cut Tomatoes With Basil Leaf",0,0,3.31,2.48,0.8,0.83,0.182
"18881","Chef's Diced Tomatoes",0,0,4,4,1,2,0.22
"18882","Chef's NaturalBlack Walnuts",58.93,3.57,10.71,1.79,7.1,23.21,0
"18884","Chef's NaturalChopped Macadamias",76.79,12.5,12.5,3.57,7.1,7.14,0
"18886","Chef's NaturalChopped Walnuts",65.18,5.805,14.29,2.68,7.1,15.18,0
"18894","Chef's NaturalPine Nuts",67.86,4.46,12.5,3.57,3.6,14.29,0
"18895","Chef's NaturalRaw Peanut",50,7.14,17.86,3.57,7.1,25,0.018
"18897","Chef's NaturalWalnut Chips",64.29,5.36,14.29,3.57,7.1,14.29,0
"18899","Chef's NaturalWhole Natural Almonds",50,3.57,21.43,3.57,10.7,21.43,0
"18900","Chef's NaturaSlivered Almonds",50,3.57,21.43,3.57,10.7,21.43,0.036
"18901","Chef's NePremium Cooked Shrimp",1.77,0,0.88,0,0,20.35,0.142
"18902","Chef's PantrMeal Toppers In A Sweet & Tangy SaucOrange-Sesame Vegetables",1.67,0,14.17,9.17,1.7,0.83,0.333
"18903","Chef's PantrTuscan Style Beans & Tomatoes",2.14,0,13.68,5.13,1.7,2.56,0.342
"18908","Chef's Recipe PotatCheddar & Bacon Soup",6.53,3.27,8.57,1.22,0.8,2.04,0.22
"18910","Chef's Recipe Seafood Gumbo",3.67,1.02,8.98,2.04,0.8,3.67,0.339
"18914","Chef's TablChicken And Turkey Meatloaf",1.66,0.21,8.3,5.39,1.7,7.47,0.237
"18918","Chef Carved Ham",3.57,0.89,3.57,3.57,0,17.86,0.875
"18921","Chef Earl'Jalapeno Hummus",8.93,0,21.43,3.57,7.1,7.14,0.321
"18922","Chef Earl'Spinach Dip",17.86,5.36,7.14,3.57,0,3.57,0.482
"18926","Chef MeritSeasoned Tenderizer",0,0,0,0,0,0,25.814
"18927","Chef MeritTurkey Seasoning",0,0,0,0,0,0,22.115
"18932","Chef Metzger Fond De Poisson",0.5,0.5,21,10,0.5,2.5,5.70866141732283
"18935","Chef PascaOrangGinger & Coconut SaucOrangGinger & Coconut",10,0,26.67,13.33,0,0,0.167
"18939","Chef Salad With Ham & Turkey",11.54,2.88,5.77,3.85,1,5.45,0.481
"18944","Chef Sauce",0,0,37.14,34.29,0,0,0.129
"18945","Chef Sauce grillade",35,6.3,4.6,2,1,1.3,0.47244094488189
"18947","Chef Select - Poulet curry rouge",7.9,4.4,17,1.5,0.5,5.7,0.28740157480315
"18948","Chef Select Chicken & Bacon family pie",15.7,7.1,22.3,2.2,1.8,9.7,0.334645669291339
"18949","Chef Select Turkey Breast & Gravy",1.07,0.36,4.29,0.71,0,16.43,0.421
"18950","Chef Side Salad",11.28,3.38,3.76,2.26,0.8,7.14,0.286
"18951","Chef Special Sushi Combo",6.25,1.34,17.86,1.79,1.8,2.68,0.286
"18955","Chefzito SpiceCelery Salt",0,0,0,0,0,0,32.857
"18957","ChefzitVanilla Bean SpiceVanilla",0,0,0,0,33.3,0,0
"18958","chelb polski polish bread",1.5,0.2,51.1,1.2,6.6,5.7,0.393700787401575
"18960","Chelsea Butter Scotch Candy",11.11,3.7,81.48,74.07,0,0,0.481
"18962","Cheroky",2.8,1.2,76,27.5,7.6,9.5,0.11
"18963","CherrGrape & Orange Pops",0,0,9.09,0,0,0,0
"18965","Cherries & Almonds in Dark Chocolate",33.3,20,46.7,43.3,10,6.67,0.0967
"18966","Cherries & Almonds In Dark Chocolate",35.14,18.92,54.05,40.54,8.1,5.41,0
"18967","Cherries & Berries Blend",0,0,12.14,8.93,2.1,0.71,0
"18969","Cherries & Berries Fruit Spread",0,0,38.89,38.89,0,0,0
"18971","Cherries Berries & NutRoasted & Salted",32.14,3.57,50,32.14,7.1,10.71,0.196
"18973","Cherries Covered In Milk Chocolate Wrapped In FoiMilk Chocolate",13.95,8.14,62.79,53.49,2.3,2.33,0.035
"18976","Cherries Jubilee Mix",25,7.14,60.71,42.86,7.1,7.14,0.071
"18978","Cherry",0.2,0.05,85,40.05,0,0.2,0.0059055118110236
"18981","Cherry Almond Granola",16.07,17.86,60.71,17.86,7.1,10.71,0
"18985","Cherry Balls",0,0,92.5,70,0,0,0
"18986","Cherry Bbq Grilling Sauce",0,0,45.71,37.14,0,0,0.357
"18987","Cherry Bbq Sauce",0,0,27.27,25,2.3,2.27,0.239
"18988","Cherry Berry Blend",0.36,0,12.86,7.86,3.6,0.71,0
"18992","Cherry Cheesecake Yogurt",0,0,9.41,7.06,0,3.53,0.044
"18995","Cherry Cordial Caramel Corn",18.75,16.67,66.67,56.25,4.2,4.17,0.271
"18999","Cherry Crumb Pie",14.71,8.09,48.53,20.59,0.7,2.94,0.199
"19002","Cherry Danish Sticks",16.9,8.45,39.44,19.72,1.4,4.23,0.225
"19004","Cherry Delight Mixed Fruit",0,0,15.93,13.27,0.9,0,0.009
"19005","Cherry Delite Snack Mix",21.43,7.14,78.57,53.57,9.8,7.14,0.036
"19006","Cherry flavour infused raisins",0.4,0,69.3,69.3,2,2.1,0.0393700787401575
"19010","Cherry Fruit Slices",0,0,87.8,56.1,0,0,0.061
"19014","Cherry In Heavy Syrup",0,0,56.36,54.55,0,1.82,0.02
"19016","Cherry Jelly Sliced",0,0,80.95,30.95,2.4,0,0.024
"19017","Cherry Ju Ju Hearts",0,0,87.18,51.28,0,0,0.051
"19022","Cherry Light Fat Free Yogurt",0,0,10.59,7.65,0,2.94,0.05
"19026","Cherry Mixed Fruit In Natural Cherry Flavored Light Syrup",0,0,15.485,14.16,0.9,0,0.0065
"19027","Cherry More",0.2,0.1,14.2,14.2,0.3,0.6,0
"19028","Cherry Nut Harvest MiCherry",30,3.75,32.5,15,5,15,0.048
"19031","Cherry Peppers Slices",0,0,6.67,3.33,0,0,0.8
"19034","Cherry Pie",14.725,7.205,44.62,19.2758333333333,1.525,2.7225,0.262666666666667
"19035","Cherry Pie FillinCherry",0,0,24.71,20,0,0,0.012
"19036","Cherry Pie Filling",0,0,28.2366666666667,21.96,0.8,0.393333333333333,0.014
"19037","Cherry Pie Filling & Topping",0,0,28.24,23.53,1.2,0,0.047
"19042","Cherry Pomegranate Juice",0,0,14.17,12.08,0,0,0.01
"19050","Cherry Sours",0,0,91.96,72.1409090909091,0,0,0.0270909090909091
"19053","Cherry Strudel",13.97,3.68,22.06,8.82,0.7,2.21,0.074
"19056","Cherry tomatoes",0.3,0.1,3.1,3.1,1,0.7,0.0393700787401575
"19058","Cherry Tomatoes In Tomato Puree",0,0,3.31,2.48,0.8,0.83,0.012
"19059","Cherry Tomatoes Seasoned & Semi-Dried",14,1,14,14,4,4,0.02
"19061","Cherry Trio",20,12.5,72.5,20,2.5,2.5,0.038
"19063","Cherry Twin Pops",0,0,18.99,15.19,0,0,0
"19067","Cherry Vanilla Nonfat Yogurt",0,0,11.18,7.65,0,3.53,0.059
"19068","Cherrycandy Apples With Peanuts",8,1.33,24.67,23.33,2,4.67,0.087
"19069","Chesa Peake Bay Style Crab Salsa",0,0,7.14,0,0,0,0.321
"19070","Chesapeake Bay Hummus",21.43,3.57,10.71,0,3.6,3.57,0.464
"19076","Chester'Corn & Potato SnackFlamin' Hot",28.57,5.36,57.14,3.57,3.6,7.14,1
"19082","Chester'Puffcorn SnackCheese",39.29,5.36,50,3.57,0,7.14,1.036
"19084","Chestnut",1,0,44,10,6,4,0
"19085","Chestnut Honey Almond Bar",25.58,10.47,53.49,37.21,7,6.98,0.151
"19092","Cheveux d'Ange (Maxi Format)",2,0.35,72,3.7,3.6,13,0.00511811023622047
"19093","Cheveux d'ange (Qualité supérieure)",2,0.4,72,3,2,12,0.01
"19096","Cheveux d\\\'Ange",2,0.35,73,3.7,3.6,13,0.00511811023622047
"19099","Chèvre à dorer",21,12,13,2,1,14,0.501968503937008
"19104","Chèvre lardons",8.7,4,32.8,2.2,1.4,11,0.602362204724409
"19107","Chèvre Tomate & Légumes Grillés Pain Polaire",7.3,2.2,30,5.6,2.2,7,0.326771653543307
"19113","Chewing-gum gout fraise",0,0,63,0,0,0,0
"19119","Chewing-gum sans sucres goût Menthe Fraîche",0.5,0.5,70,0.5,1.3,0.5,0.0114173228346457
"19120","Chewing-gum sans sucres goût menthe verte",0,0,59.1,0.01,0,0,0.0196850393700787
"19121","Chewing-gum Spearmint",0,0,71,0,0.8,0,0
"19122","Chewing-gum Spearmint Liquid",0.2,0.1,67,1.5,0,0,0.0118110236220472
"19125","Chewing Gum - Chlorophylle",0.3,0,75.5,68,0,0,0.005
"19130","Chewing Gum Arôme Naturel Citron",0.2,0.2,55.8,0,0,0,0
"19132","Chewing gum chlorophylle Freedent",0,0,67.7,0,0,0,0
"19136","Chewing Gum Menthe Verte Sans Sucres - 5 x 16 g",0.5,0.1,73,0.5,0.5,0.5,0.0015748031496063
"19142","Chewing Gum parfum Cerise sans sucres Hollywood",0.3,0,69.7,0,0,0.4,0
"19143","Chewing gum parfum menthol",0,0,76,71,0,0.5,0.00393700787401575
"19145","Chewing Gum sans Sucre",0,0,63,0,0,0,0
"19146","Chewing gum sans sucre menthe verte FREEDENT WHITE ta2x14",0,0,62.8,0,0,0,0.0275590551181102
"19147","Chewing gum Sans Sucres",0,0,71,0,0,0,0.0688976377952756
"19148","Chewing Gum sans sucres goût fraise Freedent",0,0,68.3,0,0,0,0
"19150","Chewing Gum White Green Mint",0.6,0.6,69,0,66,0,0.0275590551181102
"19152","Chewy Apricot Sprouted Bar",13.7,1.96,70.6,47.1,13.7,9.8,0.0196
"19156","Chewy Baked Whole Grain Snack BarPeanut Butter Chocolate",14.29,4.29,68.57,31.43,11.4,8.57,0.343
"19159","Chewy Bar",10.87,6.52,73.91,21.74,21.7,4.35,0.326
"19160","Chewy Bar Peanut Butter Dark Chocolate",30,7.5,35,15,12.5,25,0.425
"19164","Chewy CandFruities",3.75,0,85,55,0,0,0.038
"19166","Chewy CandSpice Drops",0,0,86.84,57.89,0,0,0
